Sample ID,Taxon,Kingdom/SuperKingdom,Phylum,Class,Order,Family,Genus,Species,Relative Abundance,Absolute Abundance
MBSMPL0020-16-68,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.021999,68
MBSMPL0020-16-68,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.301844,933
MBSMPL0020-16-68,590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,null,0.000971,3
MBSMPL0020-16-68,1060,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,null,0.029117,90
MBSMPL0020-16-68,1111,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,null,0.007117,22
MBSMPL0020-16-68,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.043999,136
MBSMPL0020-16-68,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.007441,23
MBSMPL0020-16-68,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.11032,341
MBSMPL0020-16-68,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.014558,45
MBSMPL0020-16-68,28256,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,null,null,0.071821,222
MBSMPL0020-16-68,33057,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,null,0.016176,50
MBSMPL0020-16-68,80864,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,null,null,0.009706,30
MBSMPL0020-16-68,91347,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,null,null,null,0.002912,9
MBSMPL0020-16-68,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.044646,138
MBSMPL0020-16-68,125216,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,null,0.032028,99
MBSMPL0020-16-68,203470,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Tepidiphilus,null,0.036234,112
MBSMPL0020-16-68,204441,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,null,null,null,0.011,34
MBSMPL0020-16-68,215579,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,null,0.052087,161
MBSMPL0020-16-68,238749,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,null,0.013264,41
MBSMPL0020-16-68,352450,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,null,0.031058,96
MBSMPL0020-16-68,501783,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,null,0.049499,153
MBSMPL0020-16-68,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.090586,280
MBSMPL0020-16-68,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.001618,5
MBSMPL0020-16-69,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.008889,109
MBSMPL0020-16-69,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.296934,3641
MBSMPL0020-16-69,1386,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,null,0.011907,146
MBSMPL0020-16-69,1637,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,null,0.00155,19
MBSMPL0020-16-69,1654,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,null,0.002854,35
MBSMPL0020-16-69,1716,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,null,0.00367,45
MBSMPL0020-16-69,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.015658,192
MBSMPL0020-16-69,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.002039,25
MBSMPL0020-16-69,13687,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,null,0.011091,136
MBSMPL0020-16-69,28100,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,null,0.001305,16
MBSMPL0020-16-69,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.044936,551
MBSMPL0020-16-69,33682,Eukaryota,Discoba,Discicristata,Euglenozoa,null,null,null,0.000163,2
MBSMPL0020-16-69,41275,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,null,0.002202,27
MBSMPL0020-16-69,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.103409,1268
MBSMPL0020-16-69,57493,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,null,0.006524,80
MBSMPL0020-16-69,59732,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,null,0.009052,111
MBSMPL0020-16-69,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.017534,215
MBSMPL0020-16-69,120652,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,null,0.005709,70
MBSMPL0020-16-69,150022,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Finegoldia,null,null,0.001305,16
MBSMPL0020-16-69,150247,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,null,0.004078,50
MBSMPL0020-16-69,186826,Bacteria,Firmicutes,Bacilli,Lactobacillales,null,null,null,0.001876,23
MBSMPL0020-16-69,238749,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,null,0.003915,48
MBSMPL0020-16-69,1433999,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Domibacillus,null,0.000897,11
MBSMPL0020-16-69,1501226,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,null,0.007748,95
MBSMPL0020-16-69,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.012151,149
MBSMPL0020-16-69,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.013375,164
MBSMPL0020-16-69,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.35451,4347
MBSMPL0020-16-69,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.003507,43
MBSMPL0020-16-69,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.006687,82
MBSMPL0020-16-69,570,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,null,0.008563,105
MBSMPL0020-16-69,590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,null,0.008155,100
MBSMPL0020-16-69,713,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,null,0.003425,42
MBSMPL0020-16-69,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.002283,28
MBSMPL0020-16-69,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.017697,217
MBSMPL0020-16-69,836,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,null,0.003588,44
MBSMPL0020-16-69,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.000816,10
MBSMPL0020-16-7,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.107184,376
MBSMPL0020-16-7,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.016534,58
MBSMPL0020-16-7,1243,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,null,0.072406,254
MBSMPL0020-16-7,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.075257,264
MBSMPL0020-16-7,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.037628,132
MBSMPL0020-16-7,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.027936,98
MBSMPL0020-16-7,59753,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae1,Alcanivorax,null,0.066705,234
MBSMPL0020-16-7,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.072976,256
MBSMPL0020-16-7,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.005131,18
MBSMPL0020-16-7,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.171608,602
MBSMPL0020-16-7,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.176739,620
MBSMPL0020-16-7,null,Bacteria,Firmicutes,Bacilli,Lactobacillales,P5D1-392,null,null,0.067275,236
MBSMPL0020-16-7,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.102623,360
MBSMPL0020-16-70,475,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,null,0.017957,211
MBSMPL0020-16-70,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.051149,601
MBSMPL0020-16-70,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.003489,41
MBSMPL0020-16-70,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.067489,793
MBSMPL0020-16-70,1033,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,null,0.062298,732
MBSMPL0020-16-70,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.295149,3468
MBSMPL0020-16-70,1243,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,null,0.000851,10
MBSMPL0020-16-70,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.002638,31
MBSMPL0020-16-70,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.000426,5
MBSMPL0020-16-70,1485,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 13,null,0.007319,86
MBSMPL0020-16-70,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.000255,3
MBSMPL0020-16-70,13687,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,null,0.005106,60
MBSMPL0020-16-70,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.024936,293
MBSMPL0020-16-70,53335,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,null,0.005191,61
MBSMPL0020-16-70,80840,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,null,null,null,0.025447,299
MBSMPL0020-16-70,119060,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,null,null,0.016596,195
MBSMPL0020-16-70,150247,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,null,0.019574,230
MBSMPL0020-16-70,165779,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerococcus,null,null,0.006383,75
MBSMPL0020-16-70,332248,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,null,0.000596,7
MBSMPL0020-16-70,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.001362,16
MBSMPL0020-16-70,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.041362,486
MBSMPL0020-16-70,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.024936,293
MBSMPL0020-16-70,null,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,null,0.033532,394
MBSMPL0020-16-70,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.285106,3350
MBSMPL0020-16-70,543,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,null,null,0.000851,10
MBSMPL0020-16-71,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.00126,12
MBSMPL0020-16-71,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.081793,779
MBSMPL0020-16-71,475,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,null,0.00987,94
MBSMPL0020-16-71,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.003255,31
MBSMPL0020-16-71,590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,null,0.004515,43
MBSMPL0020-16-71,642,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,null,0.091138,868
MBSMPL0020-16-71,838,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,null,0.005355,51
MBSMPL0020-16-71,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.081058,772
MBSMPL0020-16-71,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.078538,748
MBSMPL0020-16-71,1386,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,null,0.0021,20
MBSMPL0020-16-71,1637,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,null,0.00042,4
MBSMPL0020-16-71,1716,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,null,0.01281,122
MBSMPL0020-16-71,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.036644,349
MBSMPL0020-16-71,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.00168,16
MBSMPL0020-16-71,32067,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,null,0.01176,112
MBSMPL0020-16-71,41275,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,null,0.024675,235
MBSMPL0020-16-71,91061,Bacteria,Firmicutes,Bacilli,null,null,null,null,0.01617,154
MBSMPL0020-16-71,201096,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,null,0.031079,296
MBSMPL0020-16-71,212791,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,null,0.115498,1100
MBSMPL0020-16-71,238749,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,null,0.008925,85
MBSMPL0020-16-71,1283313,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,null,0.116548,1110
MBSMPL0020-16-71,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.018375,175
MBSMPL0020-16-71,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.034859,332
MBSMPL0020-16-71,1742993,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,null,0.055334,527
MBSMPL0020-16-71,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.023835,227
MBSMPL0020-16-71,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.132507,1262
MBSMPL0020-16-72,237,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,null,0.05692,336
MBSMPL0020-16-72,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.002033,12
MBSMPL0020-16-72,543,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,null,null,0.001694,10
MBSMPL0020-16-72,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.050652,299
MBSMPL0020-16-72,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.001355,8
MBSMPL0020-16-72,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.053702,317
MBSMPL0020-16-72,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.006607,39
MBSMPL0020-16-72,33976,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Caryophanon,null,0.01423,84
MBSMPL0020-16-72,41275,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,null,0.042182,249
MBSMPL0020-16-72,238749,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,null,0.013044,77
MBSMPL0020-16-72,648800,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,null,0.032187,190
MBSMPL0020-16-72,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.007962,47
MBSMPL0020-16-72,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.021006,124
MBSMPL0020-16-72,null,Bacteria,Firmicutes,Bacilli,Lactobacillales,P5D1-392,null,null,0.01711,101
MBSMPL0020-16-72,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,null,0.676605,3994
MBSMPL0020-16-72,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.00271,16
MBSMPL0020-16-73,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.001976,7
MBSMPL0020-16-73,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.266159,943
MBSMPL0020-16-73,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.005927,21
MBSMPL0020-16-73,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.254587,902
MBSMPL0020-16-73,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.031894,113
MBSMPL0020-16-73,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.032176,114
MBSMPL0020-16-73,28453,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,null,0.051651,183
MBSMPL0020-16-73,33042,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,null,0.008467,30
MBSMPL0020-16-73,33877,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,null,0.020604,73
MBSMPL0020-16-73,70774,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Hydrogenophilus,null,0.046853,166
MBSMPL0020-16-73,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.04403,156
MBSMPL0020-16-73,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.154671,548
MBSMPL0020-16-73,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.05532,196
MBSMPL0020-16-73,null,Bacteria,Firmicutes,Bacilli,Lactobacillales,P5D1-392,null,null,0.003669,13
MBSMPL0020-16-73,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.022015,78
MBSMPL0020-16-74,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.006618,31
MBSMPL0020-16-74,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.599488,2808
MBSMPL0020-16-74,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.099488,466
MBSMPL0020-16-74,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.026687,125
MBSMPL0020-16-74,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.002562,12
MBSMPL0020-16-74,12916,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,null,0.00918,43
MBSMPL0020-16-74,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.091588,429
MBSMPL0020-16-74,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.044833,210
MBSMPL0020-16-74,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.013237,62
MBSMPL0020-16-74,165695,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,null,0.011102,52
MBSMPL0020-16-74,335928,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,null,null,0.007259,34
MBSMPL0020-16-74,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.029249,137
MBSMPL0020-16-74,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.026046,122
MBSMPL0020-16-74,null,Bacteria,MBNT15,null,null,null,null,null,0.001921,9
MBSMPL0020-16-74,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.030743,144
MBSMPL0020-16-75,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.023542,193
MBSMPL0020-16-75,1835,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,null,0.020737,170
MBSMPL0020-16-75,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.003781,31
MBSMPL0020-16-75,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.009393,77
MBSMPL0020-16-75,70774,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Hydrogenophilus,null,0.002928,24
MBSMPL0020-16-75,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.011222,92
MBSMPL0020-16-75,135858,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium,null,0.008417,69
MBSMPL0020-16-75,165695,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,null,0.021225,174
MBSMPL0020-16-75,174951,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,null,0.008661,71
MBSMPL0020-16-75,201096,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,null,0.001098,9
MBSMPL0020-16-75,215579,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,null,0.017931,147
MBSMPL0020-16-75,238749,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,null,0.000732,6
MBSMPL0020-16-75,501783,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,null,0.001464,12
MBSMPL0020-16-75,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.024152,198
MBSMPL0020-16-75,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.000854,7
MBSMPL0020-16-75,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.002806,23
MBSMPL0020-16-75,null,Bacteria,Firmicutes,Bacilli,Lactobacillales,P5D1-392,null,null,0.033423,274
MBSMPL0020-16-75,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.012564,103
MBSMPL0020-16-75,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.035618,292
MBSMPL0020-16-75,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.035862,294
MBSMPL0020-16-75,838,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,null,0.016589,136
MBSMPL0020-16-75,1162,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,null,null,0.013296,109
MBSMPL0020-16-75,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.005855,48
MBSMPL0020-16-75,1269,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,null,0.644182,5281
MBSMPL0020-16-75,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.004635,38
MBSMPL0020-16-75,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.031959,262
MBSMPL0020-16-75,1649,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,null,0.003781,31
MBSMPL0020-16-75,1696,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,null,0.003293,27
